Date,Customer ID,Product Category,Product Name,Product Price,Page Visits,Number of Conversions,Quantity,Discount,Sales
2021-07-16,4094,Laptops,Water set green follow indeed main appear.,1264,3,0,5,0.15736883713487232,5325.428949307608
2020-07-02,1662,Smartphones,Region difference serious during hair.,258,4,1,5,0.11202951626405201,1145.4819240193729
2023-06-12,1201,Laptops,Eat appear each to accept occur act economic.,1420,5,1,1,0.12064128349986931,1248.6893774301855
2023-07-08,2755,Laptops,Forget finally little always student.,1180,7,0,3,0.10961810456373523,3151.9519098443775
2021-09-28,4325,Laptops,Technology machine deep during may front radio.,818,2,0,5,0.13201748782294162,3550.0484748041686
2020-06-13,661,Headphones,Fast ago mouth hear trade court scientist.,923,2,0,5,0.051310383444394446,4378.2025804041195
2023-12-08,4999,Tablets,Country born instead why grow table.,1116,4,0,3,0.1484517281220541,2850.9836142473628
2023-06-19,1770,Smartphones,Beat exactly simple project beat.,507,6,1,5,0.025210541810767272,2471.091276509705
2022-10-26,2417,Tablets,Become under yeah concern card space.,1231,5,1,5,0.12659425964523932,5375.812331883552
2022-12-09,4213,Tablets,Voice daughter pull body use professional but.,1296,6,1,3,0.013003626895716491,3837.441898629454
2023-12-20,1304,Speakers,Especially tell service compare.,986,4,1,3,0.2051715120891807,2351.1026672402036
2021-12-14,3395,Smartphones,Section research heart force particular month.,945,10,0,1,0.08036431653705153,869.0557208724863
2022-02-08,2680,Laptops,Spring local within expect action.,374,4,1,1,0.23936885628338084,284.47604775001554
2022-09-06,4721,Tablets,How perform exist. Marriage Mrs it miss popular.,210,4,1,4,0.0575795801643968,791.6331526619067
2021-09-24,3340,Speakers,Quickly during feeling without.,1672,7,1,5,0.15878264941362952,7032.577050902058
2022-11-10,2602,Smartphones,High worker forward trade garden beat campaign.,203,4,1,4,0.22358607540403871,630.4481067719205
2022-07-21,3951,Headphones,Clear character true family.,1342,8,1,2,0.09705988776873885,2423.491261228705
2020-01-26,2322,Smartphones,Civil bank point week identify.,889,7,1,2,0.1725961497524242,1471.1240457401898
2022-08-13,717,Speakers,Upon these our herself book son.,57,2,0,1,0.1528262520083639,48.28890363552326
2020-04-02,4577,Smartphones,Treat institution part head agent board.,1921,1,1,2,0.13895375094304535,3308.1396888768195
2020-08-27,4344,Desktops,Support get concern somebody opportunity stock.,1162,4,1,3,0.06452224191506657,3261.075464684078
2020-10-17,1457,Smartphones,Civil win reality.,100,10,0,5,0.17927185903389506,410.36407048305244
2020-06-15,2413,Smartphones,Conference gun response account professor.,1053,2,1,3,0.25095275362252445,2366.2402513064453
2023-08-31,3083,Tablets,Power song song identify rock force policy.,1423,4,1,4,0.29459486538859914,4015.1660262080936
2023-02-01,3958,Tablets,Go hair set Mrs soon some.,1398,4,0,1,0.22228449737720532,1087.246272666667
2023-01-11,3234,Smartphones,Wear understand subject car.,969,6,0,2,0.12324570341597538,1699.1498267798397
2022-06-10,2437,Smartphones,Growth action want attack. Central yes scene.,488,3,0,2,0.27864061987940403,704.0467549977017
2021-04-24,3887,Speakers,Too letter total ever. Gas grow push might.,441,8,0,2,0.1875689149680038,716.5642169982207
2021-09-16,2521,Laptops,Keep begin much heavy star activity usually.,723,5,0,3,0.07066496308992994,2015.727695057942
2022-01-15,2251,Desktops,Should either memory teacher tax.,1453,7,1,4,0.07855496431006637,5355.438547429894
2023-05-27,49,Smartphones,Close law public upon no staff.,1187,1,0,2,0.2338536391345452,1818.8314606945899
2020-12-16,4233,Smartphones,Type little Republican stuff everything.,200,10,1,5,0.0857779551282201,914.22204487178
2021-02-10,1724,Speakers,Important professional person answer.,1995,3,1,4,0.08420101728963011,7308.075882028751
2021-08-31,1954,Headphones,College baby since inside structure.,621,5,1,4,0.17842049192269058,2040.8034980640366
2021-01-02,1089,Speakers,Collection away lose door civil great.,944,1,1,1,0.24801743075003962,709.8715453719626
2023-01-11,593,Desktops,Institution draw produce rule.,1990,2,0,3,0.05225067523384138,5658.063468853967
2022-02-11,3986,Desktops,Test onto road series probably ability final.,936,6,0,3,0.2651693694865056,2063.4044104818922
2021-04-19,1179,Smartphones,Or explain over attention personal.,167,1,1,1,0.01551350815615713,164.40924413792175
2022-09-29,3645,Tablets,Growth military today can.,1504,4,0,5,0.14105169159137762,6459.29127923284
2021-01-14,3803,Smartphones,Design some various board official.,1071,7,1,4,0.09028505193332795,3897.2188375176233
2021-03-05,2533,Tablets,Fast front general choice structure look charge.,828,7,1,5,0.11334294901107704,3670.760191094141
2022-06-25,3575,Laptops,Discuss use late believe bad room new many.,1093,1,1,1,0.07860883062029829,1007.080548132014
2023-03-03,4981,Speakers,System difference also trade choose.,874,4,0,5,0.02650851732365328,4254.157779295635
2020-12-30,3975,Smartphones,These service reach also former artist.,1411,9,1,5,0.10608666276129515,6306.558594219063
2020-08-20,2105,Speakers,When plan speech then among.,1190,2,1,3,0.14534576103304453,3051.115633112031
2023-08-09,3401,Desktops,Seat I event reflect card character staff call.,835,1,0,1,0.21374713373149615,656.5211433342007
2022-09-23,2277,Speakers,Congress take here board much practice.,550,2,1,4,0.06770504258027861,2051.0489063233867
2020-04-26,4986,Speakers,Certainly that must allow on under quickly or.,439,2,1,3,0.05614067458374594,1243.0627315732065
2022-11-30,1118,Headphones,Much people task industry fire.,909,1,0,3,0.287504811453861,1942.9743791653211
2023-04-10,340,Smartphones,Participant money but grow several.,1832,4,1,3,0.1793488781609562,4510.298565627385
2022-05-25,4807,Laptops,Quite up work mind. Benefit clear top.,312,6,1,1,0.29082788677321686,221.26169932675634
2020-02-02,3708,Headphones,Chair yourself leg analysis open central.,1378,7,0,4,0.012658913182737852,5442.224070536749
2023-02-26,283,Speakers,Real rest table others.,62,5,1,2,0.15660639788217842,104.58080666260987
2021-07-21,1278,Speakers,Deal power beautiful song. Usually watch can kid.,1966,5,1,5,0.19537986458611953,7909.415931118445
2022-12-18,2343,Speakers,Store least include style goal however.,513,3,1,2,0.22999879857080147,790.0212326663577
2022-08-31,1679,Desktops,Conference would people west century.,372,2,1,5,0.26151917928030594,1373.5743265386309
2023-05-03,3897,Tablets,Report parent soon air pass drop.,452,8,0,5,0.10583956592194134,2020.8025810164127
2022-08-17,3106,Laptops,Rise heavy sure else.,1433,3,0,5,0.17927706277917402,5880.479845187218
2022-01-26,934,Tablets,Live law live cost put return movie many.,118,1,1,2,0.14696409912670902,201.31647260609665
2023-07-08,2095,Laptops,Benefit sign along think carry only he.,1438,9,1,2,0.07681754608399637,2655.0727374624266
2021-09-09,1520,Smartphones,Current no you camera.,1426,7,1,4,0.0061758185850190215,5668.773130791052
2021-08-06,3731,Smartphones,Can different boy data be authority day.,1586,5,1,5,0.18686842611618876,6448.133380898623
2022-05-02,1636,Laptops,Only add control yard direction.,584,5,0,3,0.13310352481368334,1518.8026245264268
2023-01-08,1660,Laptops,Sometimes pull plan audience arm general the.,1355,5,1,4,0.2676966102760428,3969.0843723038483
2023-12-08,2608,Speakers,Company plant somebody spend heart stock behind.,1726,5,1,5,0.08529660445559328,7893.89030354823
2021-05-21,4445,Tablets,Why must hot six.,232,2,1,5,0.1411391412668425,996.2785961304628
2020-09-18,2992,Smartphones,Physical owner station.,678,2,1,1,0.2229424492302944,526.8450194218605
2020-02-15,1467,Desktops,Sort indicate hand enough.,354,2,1,1,0.29145401477173705,250.82527877080508
2022-08-31,1177,Tablets,Network mind building also.,425,4,1,5,0.07036002342104368,1975.4849502302823
2021-03-21,574,Headphones,Outside in space tough else adult usually call.,1018,9,1,2,0.0025752131016816837,2030.756866124976
2020-11-30,1456,Tablets,Get already bad million own skin eat.,447,4,1,5,0.17857237583351454,1835.8907400120952
2021-05-07,4695,Tablets,They everything case represent bed common.,543,5,0,5,0.12605903397840965,2372.749722748618
2022-11-09,3616,Tablets,Hard past feel economic.,511,2,1,4,0.24639135974491105,1540.376060681402
2022-05-29,3571,Headphones,Yet face goal woman goal. Night particular art.,729,10,0,2,0.17303868317738275,1205.709599927376
2023-03-02,3289,Tablets,There health finally price also middle.,1970,9,1,2,0.16076178267497834,3306.5985762605856
2020-08-30,4719,Speakers,Plant voice pick there.,987,7,0,5,0.02138525523695248,4829.46376540564
2023-08-18,535,Laptops,Too involve bag something south project to.,499,1,0,4,0.15703453640427467,1682.5590653370678
2022-04-01,4996,Headphones,Tonight until century particularly.,1600,10,0,1,0.2767610857715629,1157.1822627654994
2022-08-17,2603,Smartphones,Hold someone hard true.,989,10,1,1,0.21248199998161652,778.8553020181812
2022-09-25,3214,Headphones,Author perhaps movement event base short society.,1127,2,1,5,0.05174953694869276,5343.391359294116
2021-10-19,3873,Speakers,Here something sport dream.,1461,1,0,5,0.01833338248702102,7171.074640932312
2020-01-26,2310,Laptops,General agree test different wrong.,1459,6,1,4,0.2982005025304552,4095.701867232263
2023-09-20,1612,Headphones,Teacher military major list.,172,7,1,2,0.14276982079722608,294.8871816457542
2021-11-13,1359,Laptops,Others toward teacher agency left most.,1970,4,1,3,0.11210690722146384,5247.448178321149
2022-07-28,3357,Tablets,Enough ten history.,1591,5,1,5,0.1545191352259186,6725.800279277818
2021-08-05,674,Laptops,Possible produce church boy quality.,582,4,1,1,0.22342815762075424,451.96481226472105
2022-03-24,2700,Tablets,Next over study interview though.,1477,1,1,2,0.03538552315019143,2849.4711646143346
2023-11-22,3460,Tablets,Economic plan painting smile professor song.,1519,7,1,3,0.261876271979541,3363.6298285892317
2021-03-02,1133,Desktops,Expect operation one support.,1336,8,0,3,0.25328842760855397,2992.8199821449157
2023-03-25,3248,Speakers,Blue ready believe adult stop store.,179,5,1,3,0.18181136099160783,439.36729914750657
2020-04-16,3625,Smartphones,Son sense success born media.,1819,8,1,5,0.12253990094824542,7980.499600875708
2023-03-15,2565,Tablets,Single without this citizen last coach.,448,10,0,4,0.0899950359460685,1630.7288955846452
2023-04-19,2224,Tablets,Investment work might media rock who.,424,3,1,4,0.00668988742188773,1684.6539509324784
2023-03-19,4994,Desktops,Concern piece use son energy.,1998,4,1,5,0.11161373852555875,8874.978752129668
2020-03-06,527,Desktops,Sit meet development line.,1883,2,1,2,0.15858232547749354,3168.7789622517594
2022-03-07,3104,Desktops,Ball whose particular protect event.,1838,4,0,4,0.010212769375627595,7276.915719550387
2022-12-26,4626,Smartphones,Happy plant tax ten debate improve kind national.,1907,5,1,4,0.059833034113919444,7171.593615779022
2022-07-29,4937,Desktops,Who message home reveal. Hair free traditional.,161,2,1,3,0.132090558427436,419.2002602795484
2020-02-15,1115,Speakers,Peace account a anything church impact mother.,1356,4,1,3,0.1612485220559419,3412.0410122764283
2022-03-02,4917,Smartphones,Compare budget people assume apply final.,1681,10,1,3,0.28070048062591924,3627.4274762034893
2021-05-05,3440,Speakers,Cold marriage yes analysis.,1382,8,1,4,0.19556291157316,4446.928224823571
2021-03-31,3075,Speakers,Election trade collection positive.,574,7,0,2,0.13844371614703516,989.0666138632037
2021-07-03,1495,Headphones,Above choice kitchen record suffer rest.,1649,4,0,3,0.0087504549158389,4903.711499531345
2020-02-10,1410,Tablets,Environment view movie seek.,1135,7,1,5,0.18281946942543129,4637.499511010677
2023-06-14,1730,Tablets,Military war couple trip road year.,1312,6,0,1,0.06665781613325544,1224.5449452331688
2021-09-28,4390,Speakers,Research where if mouth.,1032,7,1,4,0.21426805243044963,3243.5014795671036
2021-05-05,1655,Laptops,Including sport now including line stock.,56,10,0,1,0.1722341375988919,46.35488829446206
2022-10-08,2363,Smartphones,Close when eye.,236,9,1,2,0.01561262916657673,464.6308390333758
2023-10-09,2089,Smartphones,Four different expect tax already small.,1548,4,0,5,0.2714475439136856,5638.996010108073
2023-12-06,2802,Smartphones,Security huge find want wear again.,1860,6,0,5,0.02847651487861198,9035.168411628909
2022-10-21,544,Laptops,Significant support name major.,1812,10,1,2,0.23345208723727318,2777.969635852122
2023-09-08,208,Desktops,International step shoulder indicate interest.,565,9,1,2,0.15155004121240234,958.7484534299854
2021-02-04,896,Speakers,Majority break head politics ago.,671,1,1,3,0.155616455948995,1699.7440741746732
2022-05-28,934,Speakers,Turn ability official threat upon company.,1426,5,0,2,0.20691718853230734,2261.8721783058595
2022-06-11,4425,Speakers,Long season every pressure.,894,4,0,5,0.24459066018720016,3376.6797489632154
2022-05-26,3425,Smartphones,Law project eye single protect explain.,153,5,0,5,0.0732949447840511,708.9293672402009
2020-05-28,1117,Desktops,Pass individual open good great buy.,102,8,1,2,0.17256299800214212,168.79714840756301
2022-10-23,1930,Headphones,Everyone edge such television.,1083,10,1,1,0.10924942576521823,964.6828718962687
2021-12-13,4818,Laptops,Say kind just tax ten painting among seat.,212,2,1,1,0.07407588973257388,196.29591137669433
2022-07-28,1432,Speakers,Start participant career market forget.,828,8,1,4,0.29829993814082184,2324.0306048775983
2020-07-19,948,Desktops,War open true watch. I very various.,1107,4,1,2,0.26984343922929677,1616.566625546337
2020-10-15,3281,Desktops,Believe opportunity miss push manage ten.,122,7,1,3,0.18440230833128082,298.50875515075126
2020-07-11,3996,Laptops,Or believe training.,652,10,0,5,0.20852483760411442,2580.209029410587
2020-04-30,4403,Speakers,Organization cold simply.,605,8,1,4,0.14042705129602404,2080.166535863622
2021-01-20,2125,Speakers,Game hold building tough five like where.,578,7,1,4,0.148688884665504,1968.2312986533548
2020-12-27,721,Laptops,Film blood word forward physical popular son.,1833,5,1,2,0.20967449223313334,2897.333311473333
2023-01-28,3718,Laptops,Our medical spring write public.,321,3,1,4,0.19012248319192834,1039.882731581564
2022-10-17,1715,Headphones,Face set at indicate phone serve.,1870,2,1,4,0.06911980633528216,6962.98384861209
2023-11-21,288,Tablets,Follow day explain service hand.,287,2,0,3,0.0622526516956408,807.4004668900533
2022-06-08,3310,Laptops,Address them meet lead woman address.,817,5,0,3,0.11922893561826303,2158.7698787996374
2020-07-01,1366,Speakers,If federal career picture.,1529,1,0,3,0.06373183895672194,4294.662054705516
2023-09-27,2653,Smartphones,Dog reason exactly tonight phone data together.,1978,4,1,2,0.27266614149708035,2877.3327442375503
2021-03-05,4645,Desktops,Scene out special song training.,1176,2,1,2,0.017415027520527936,2311.0398552717184
2020-02-20,1309,Headphones,Alone citizen soldier add technology store crime.,405,6,1,2,0.15086473102450096,687.7995678701542
2021-03-08,1908,Headphones,Anything draw plant election find.,1761,6,0,1,0.21990861302093645,1373.740932470131
2022-06-08,3854,Speakers,Make during provide else structure practice four.,1335,5,0,5,0.037706040998884104,6423.312176332449
2020-02-15,2044,Desktops,Than against home because form.,1530,5,1,5,0.08622386374161181,6990.387442376669
2023-12-21,3742,Desktops,Its president national special stock fish.,1722,1,1,4,0.2870434683772793,4910.8445898172995
2022-04-25,3674,Desktops,Outside out decision say fire.,665,9,1,3,0.21194409920107896,1572.1715220938474
2023-05-20,4388,Speakers,Specific tax close add sea.,1265,9,1,5,0.12657573476922526,5524.40847758465
2022-10-24,3242,Tablets,Total side give day nice note fall.,1506,7,0,1,0.09379018650497416,1364.7519791235088
2020-02-22,1046,Tablets,Investment say board theory.,675,5,0,1,0.023365422342721986,659.2283399186626
2021-11-29,817,Tablets,Quite identify big agreement.,1731,9,0,3,0.1864297389211889,4224.870365782266
2023-12-11,492,Smartphones,Way free inside shake environmental officer.,1699,9,1,3,0.06362288990936879,4772.714130131947
2021-11-11,3468,Tablets,More be born gas if piece upon.,788,9,0,1,0.014400291136042319,776.6525705847986
2020-06-12,4203,Smartphones,Method history improve simply.,750,10,0,2,0.186965225383,1219.5521619255
2023-10-20,3176,Tablets,Hear police tell major.,353,10,0,1,0.27286844118561104,256.6774402614793
2020-12-03,1881,Smartphones,Close difficult cold meet begin option can.,989,3,1,3,0.05301741627243606,2809.697325919682
2020-05-09,428,Smartphones,Fund age financial much try sea difference music.,748,8,0,2,0.1658836939320394,1247.837993877669
2021-08-26,2353,Desktops,Story live try whom. Officer wife discover wall.,1183,9,1,1,0.13509512901019943,1023.1824623809341
2022-01-06,1054,Headphones,Young area might modern opportunity.,284,1,1,2,0.11211228855246465,504.32022010220004
2020-10-05,3656,Tablets,None hair both structure.,1425,10,0,1,0.08514012176280375,1303.6753264880047
2020-05-17,2604,Tablets,Consumer score question.,1521,3,1,2,0.16514875025864004,2539.617501713217
2023-12-30,643,Tablets,None factor traditional there show natural.,1500,5,1,4,0.27086846004800763,4374.789239711955
2023-07-01,3345,Desktops,Chance because suddenly ask.,801,9,1,1,0.042815849893037196,766.7045042356772
2023-11-03,1645,Tablets,Sometimes others friend ahead box experience.,427,8,1,5,0.18804610658717888,1733.521562436373
2020-04-07,4544,Desktops,Lay nice rather throw require another course.,743,4,1,5,0.04249286627185774,3557.1390018000484
2021-01-19,2878,Laptops,At term suffer in green eye picture.,140,2,1,1,0.2750263053134498,101.49631725611702
2022-12-09,4724,Desktops,Strategy little voice type case company little.,226,10,0,5,0.08134337671711972,1038.0819843096547
2023-05-21,2132,Laptops,Mrs Congress play box hit church.,404,10,1,2,0.24404094764678946,610.8149143013941
2020-10-07,772,Tablets,Professor know resource ground measure by.,589,9,0,1,0.25178157842407634,440.70065030821905
2021-12-02,1526,Smartphones,Probably right later trouble skin three none.,341,7,1,3,0.185456907442039,833.2775836867941
2021-03-15,3090,Laptops,Administration organization official important.,1047,1,1,1,0.09603651777679696,946.4497658876935
2023-10-26,3776,Speakers,Data because anyone large ready whose.,1151,2,1,2,0.0034249074118888443,2294.115863137832
2023-12-03,4226,Laptops,Central art institution good power.,402,5,0,4,0.18138656383386803,1316.33040535514
2020-04-22,1104,Smartphones,Specific price be enter.,1209,2,0,4,0.23547186421778468,3697.258064642793
2022-07-21,4089,Desktops,Style suddenly strong age party view guy.,574,9,1,1,0.17267498481981192,474.88455871342796
2022-09-23,2823,Headphones,Miss parent war however.,117,1,0,1,0.13173966855453897,101.58645877911894
2022-07-24,2393,Tablets,Pick service read dog various.,676,9,1,4,0.026900143072770565,2631.2620131312283
2021-08-01,3715,Smartphones,Perform yes what political.,252,4,1,2,0.10854791100520705,449.29185285337564
2020-03-24,3760,Desktops,Help argue party develop.,1967,9,1,1,0.04843985188737849,1871.7188113375264
2021-01-31,2773,Speakers,Seven let dark whose two.,1681,10,1,5,0.0955981930604667,7601.497187326778
2020-08-10,4434,Smartphones,Laugh young southern science.,228,4,0,4,0.1072320805150176,814.2043425703039
2023-05-15,4701,Smartphones,Kid away church response begin term offer.,415,6,1,3,0.13724712030209882,1074.127335223887
2022-08-13,1988,Desktops,Loss social support sit.,386,10,0,1,0.14190331417048022,331.22532073019465
2020-07-05,1461,Smartphones,Industry sense remain blue.,341,7,0,2,0.2327207947031185,523.2844180124732
2023-06-19,1263,Smartphones,Hit have respond several.,997,7,1,2,0.2845218068285892,1426.6635171837931
2023-06-28,743,Smartphones,Couple look church reveal.,1435,3,1,3,0.24071564999172046,3268.7191267856433
2020-04-24,2542,Laptops,We shake blue which theory. Ever live wear a.,1832,3,1,3,0.15098794856653816,4666.170234678306
2020-03-03,794,Smartphones,Fight situation doctor edge present point.,611,5,0,1,0.19891742053875344,489.46145605082165
2023-05-31,524,Laptops,May loss first you difference.,1082,3,1,4,0.006061172448234731,4301.7672456440405
2021-04-19,1032,Speakers,Yard own could single national.,297,10,0,1,0.06701909201195685,277.0953296724488
2023-11-23,3463,Desktops,Involve fill fly option agreement discussion.,1481,3,1,3,0.05465070365644655,4200.186923654408
2021-07-24,2273,Smartphones,So do threat car. Detail eye after son.,871,8,0,3,0.06690337890365979,2438.181470924737
2022-09-24,4449,Headphones,Loss trip far product. Above or record when.,685,1,0,5,0.19184052136138033,2767.9462143372725
2023-07-11,1137,Smartphones,Out from wall stage old together ago.,93,10,0,2,0.21664205937064349,145.7045769570603
2023-11-22,1274,Laptops,Well end citizen especially particular.,257,4,1,3,0.2693092875986241,563.3625392614608
2020-01-20,4231,Smartphones,Seem team firm number sure southern.,1283,9,1,4,0.0655943841172933,4795.36962071005
2020-05-20,3955,Desktops,Race ready within late improve.,449,4,0,3,0.04879950620067249,1281.2670651476942
2022-02-14,3819,Laptops,Writer carry develop. Outside there they.,1369,1,1,3,0.12987473919773673,3573.6044461148954
2021-09-19,165,Headphones,This let moment policy act many school.,1457,3,1,5,0.2523260403895297,5446.804795762276
2021-07-29,2589,Speakers,Word staff create magazine.,1059,4,1,4,0.2089540648034986,3350.8705814923796
2022-09-18,481,Smartphones,Section few eight suggest white water.,1818,5,0,5,0.0631848111468113,8515.650066675486
